n_answers,question,url_a,url_c
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4742.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_1262.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_6602.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_922.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_862.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1362.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_802.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1922.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_5742.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1142.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_6702.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2202.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_342.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_342.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_62.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1202.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2122.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_762.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_9002.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_282.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2222.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_1402.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1322.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_962.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1142.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1262.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_1702.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_5602.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1042.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_2262.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_982.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1502.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1342.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1742.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_7162.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_802.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1242.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8822.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1002.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_1402.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1342.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1742.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_802.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_882.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_1542.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1382.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_7342.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1702.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_142.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8142.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8342.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_6302.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_1262.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_462.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2102.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4482.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8742.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_182.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8442.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1962.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_6322.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1202.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1282.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_282.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8442.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_1602.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_7922.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_2222.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_282.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_2882.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1022.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1802.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1902.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_22.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_942.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_402.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_3582.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_722.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1242.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_862.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_1262.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_582.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_102.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_162.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_6702.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8282.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_422.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8322.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1122.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_7362.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4762.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_5082.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_982.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_22.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_7762.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_822.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_7422.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2242.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8542.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_522.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1542.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_5842.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1882.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_762.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2122.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_342.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1182.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_182.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1002.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1862.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_402.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_462.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_1282.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_982.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8622.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4342.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_122.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_42.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_922.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_442.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_402.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_302.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4562.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_5322.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_262.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1122.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1362.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_3622.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1842.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1602.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_1842.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_362.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1002.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1182.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1242.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2042.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_5262.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1302.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2162.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_3682.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_522.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_262.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_22.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4742.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8842.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_222.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_3442.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2022.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8122.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1822.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_122.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_7722.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_6922.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_7802.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_1082.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_2442.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_542.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_982.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_982.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8482.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2162.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1642.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_602.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_982.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_5782.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_5802.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_862.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_7622.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_222.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1622.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_862.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4902.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_1862.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_882.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1782.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_282.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_742.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_642.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1562.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8482.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_902.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2122.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1662.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1362.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1162.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1822.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1182.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_7762.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2022.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_762.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_182.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_3062.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1402.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_682.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_3802.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_822.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_122.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_6382.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2022.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1442.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1102.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_5162.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_1782.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1062.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1182.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1562.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_702.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_602.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1902.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1942.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1242.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2222.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8302.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_1702.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_542.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1402.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4362.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_542.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_5002.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_2402.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_782.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_922.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_482.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4542.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1522.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1022.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1762.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4062.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_162.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1062.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1302.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1842.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2022.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1482.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1382.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1882.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_262.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_1722.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1902.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_682.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_162.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1362.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_902.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_5662.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4642.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_782.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_62.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1442.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_782.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_3642.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1982.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_222.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1942.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_3542.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_602.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_1042.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1722.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_242.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1882.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_102.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_442.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2122.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_5262.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2182.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1142.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_902.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_522.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_622.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_1362.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_7802.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2082.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_62.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1542.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1882.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_7642.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_762.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_102.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_1082.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1182.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4702.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_962.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_5602.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_1782.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_542.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_2842.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4062.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_7722.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_522.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_5142.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_1102.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1542.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1762.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_582.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2042.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1062.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1722.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1762.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4702.jpg
