n_answers,question,url_a,url_c
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_382.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_1682.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4502.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2142.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4882.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_7462.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1662.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1422.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2202.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8362.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_1962.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1042.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_342.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_6862.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_282.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_782.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1662.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_962.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8882.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1182.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1582.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8222.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_242.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_2382.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8162.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1862.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1522.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1202.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1702.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_202.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8162.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4882.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4002.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1962.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_6922.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2122.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_502.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1422.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_102.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_302.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1922.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1522.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2222.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_622.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_802.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_5582.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_22.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1642.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_1922.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_462.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_862.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_1002.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_942.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4762.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_202.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4482.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1242.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_322.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8842.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1842.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1922.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1942.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1082.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_802.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4442.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1842.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1622.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_402.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1582.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_7202.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_422.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_522.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1082.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_7382.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1602.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_802.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1382.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1522.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1502.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1242.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_542.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1442.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_222.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_7662.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_182.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1642.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1342.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1482.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_142.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_3562.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_102.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1202.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1002.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_3102.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_982.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1622.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1262.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4842.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1702.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1962.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_62.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_862.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1902.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_7082.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_7782.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1362.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2042.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1102.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8482.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2222.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4002.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_702.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4842.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1742.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_82.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1842.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8442.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8642.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_702.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_6022.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1442.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1042.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1342.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1242.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_542.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1142.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1402.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4342.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_6522.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_862.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_2562.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_582.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1062.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_3622.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1022.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1622.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_3762.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_402.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_6202.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1542.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_962.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_382.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_5742.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_42.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_7782.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8062.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1082.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1502.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_7602.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1462.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1042.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1142.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_602.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_602.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_362.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4942.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1542.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_3242.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_7902.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1842.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_322.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_602.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_2322.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_662.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_782.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_3222.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_3982.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_6742.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1602.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1002.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8482.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8302.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_7022.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_782.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_3222.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_3622.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_862.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_882.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_2842.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2202.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1222.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_582.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1802.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_242.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1422.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1242.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_722.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_162.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1262.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_862.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_1822.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_442.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8002.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1882.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_782.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_222.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_5062.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_3842.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_7122.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_602.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_762.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_5222.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_942.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_5762.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_802.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_542.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1902.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1102.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1942.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_1702.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1802.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4842.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1102.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_642.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_402.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_7222.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8722.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_3242.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_6502.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_822.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_3362.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_782.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_1682.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_962.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_622.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_782.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4102.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1282.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4822.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_782.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_282.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8482.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1422.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_6962.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2202.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1762.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_242.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2102.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1122.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_982.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_3742.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1502.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_702.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_2842.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_842.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2122.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_842.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_622.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1482.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_7902.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8082.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1582.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_1402.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_5022.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_342.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1862.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_862.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1182.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_62.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_5142.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1382.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1602.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1402.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1342.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_142.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1222.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_442.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_142.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1342.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1562.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4042.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_702.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_822.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2122.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_3182.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_582.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1942.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_342.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1442.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_502.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1202.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_702.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_4922.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_802.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8522.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_2.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1942.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_482.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_322.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_722.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_642.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1002.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_922.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1182.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_162.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1682.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8402.jpg,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8542.jpg
30,Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8182.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_2.jpg
