#,Pesquisador,Rua pesquisada,Cidade de origem,Loja:,Trabalha na área?,Quanto gastou em compras?,Em que estágio das compras o Sr./a Sra está?,Meio de transporte usado para chegar ao centro,"Se veio de carro, onde estacionou o carro?",Pedestres,Faixa de circulação de veículos,Estacionamento,Espaços Públicos,Arborização,Mobiliário Urbano,Em que ano o Sr./a Sra nasceu?,Qual sua renda familiar?,Sexo:,Start Date (UTC),Submit Date (UTC),Network ID
277e1d301cbd6d090be80d0c2d618b52,Fernanda,Maciel Pinheiro,Campina Grande,rutra,0,Não comprou,No meio,Ônibus,Não veio de carro,5,2,1,5,5,5,1955,"3 SM (R$2.364,00)",Feminino,2015-08-08 12:54:25,2015-08-08 13:23:03,8fccc5afa5
95d590f1378f7a43a31cc4273d62fe0b,Marihana,Maciel Pinheiro,Campina Grande,artigos esp,0,Não comprou,Não está comprando,Carro,Carona ida e volta,5,2,1,3,5,3,1996,Não quis informar,Feminino,2015-08-08 13:18:12,2015-08-08 13:22:36,65449e1e24
bfc2b239d029fa43b51f135ea096fc52,Pedro,Maciel Pinheiro,Campina Grande,serviços,0,"R$1,00 - R$50,00",Nem começou,Moto,Não veio de carro,5,4,5,5,5,4,1980,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Feminino,2015-08-08 13:21:34,2015-08-08 13:26:29,ca4bcc28ba
fff449cdcb0e441f9af19069adaf0e42,Hanna,Maciel Pinheiro,Campina Grande,Aluisio,0,Não comprou,Nem começou,A pé,Não veio de carro,5,5,5,5,5,5,1953,"2 SM (R$1.576,00)",Feminino,2015-08-08 13:22:42,2015-08-08 13:26:17,a3debd4de2
66cc68d57e8b63f3dd3e238f8c9b88b9,Marihana,Maciel Pinheiro,Campina Grande,aluidio fashion,0,"R$51,00 - R$100,00",Já comprou tudo,Ônibus,onibue,5,5,1,5,5,5,1996,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Masculino,2015-08-08 13:22:50,2015-08-08 13:26:41,65449e1e24
42a4b284c23f41494cdac3e5f1aef32c,Fernanda,Maciel Pinheiro,joao pessoa,gisalva modas,0,Não comprou,Nem começou,Ônibus,Não veio de carro,5,1,1,5,5,5,1996,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Feminino,2015-08-08 13:23:29,2015-08-08 13:26:52,8fccc5afa5
b06e4193c78147b43876209ca75a9c62,Marihana,Maciel Pinheiro,Campina Grande,n,0,Não comprou,Não está comprando,Ônibus,Não veio de carro,4,4,4,5,5,5,1959,"Até 1 SM (R$788,00)",Feminino,2015-08-08 13:26:49,2015-08-08 13:30:38,65449e1e24
2e991325e52b8898d7aeed684a5fd019,Fernanda,Maciel Pinheiro,joao pessoa,gisalva modas,0,Não comprou,Nem começou,Ônibus,Não veio de carro,4,1,1,5,5,5,1996,"2 SM (R$1.576,00)",Feminino,2015-08-08 13:27:05,2015-08-08 13:29:49,8fccc5afa5
6f6a76f623ce6af6e0750b482f70e0f6,Hanna,Maciel Pinheiro,Campina Grande,Jet print Luís tecidos,0,"R$101,00 - R$200,00",No meio,Carro,Na rua,4,4,5,5,4,4,1983,Não quis informar,Masculino,2015-08-08 13:27:23,2015-08-08 13:30:21,a3debd4de2
a6e8dddd40dee06dcb89d08ed2d48d6f,Pedro,Maciel Pinheiro,Campina Grande,aluizio ,0,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,4,2,3,5,4,1993,"Até 1 SM (R$788,00)",Feminino,2015-08-08 13:27:35,2015-08-08 13:33:53,ca4bcc28ba
43027cb697ed3fc0b9c45ed7268945dd,Fernanda,Maciel Pinheiro,Campina Grande,ipanema,1,Não comprou,Não está comprando,Carro,Carona apenas ida,5,1,1,5,4,5,1955,"2 SM (R$1.576,00)",Masculino,2015-08-08 13:30:00,2015-08-08 13:33:46,8fccc5afa5
578ff177a269c46a1e30ed30747d0853,Hanna,Maciel Pinheiro,Campina Grande,Colombo,0,Não comprou,Nem começou,Ônibus,Não veio de carro,5,5,5,5,5,4,1986,"3 SM (R$2.364,00)",Feminino,2015-08-08 13:30:36,2015-08-08 13:35:54,a3debd4de2
9ac4b72958f1273a97fe91e5ab0e6fa5,Marihana,Maciel Pinheiro,Campina Grande,rio modas,1,Não comprou,Não está comprando,Carro,Estacionamento privado,5,5,5,1,3,1,1996,Não quis informar,Masculino,2015-08-08 13:30:48,2015-08-08 13:33:55,65449e1e24
a7110c99135dc46622080c3de94eaa16,Fernanda,Maciel Pinheiro,Campina Grande,rabelo,1,Não comprou,Não está comprando,Moto,Na rua,5,3,1,5,5,5,1996,"5 a 8 SM (R$3.941,00 - R$6.304,00)",Masculino,2015-08-08 13:33:53,2015-08-08 13:38:08,8fccc5afa5
6fabea2596710f00b5cb6dbc4532424e,Marihana,Maciel Pinheiro,Campina Grande,estacionamento priv,1,Não comprou,Não está comprando,Ônibus,Não veio de carro,3,3,3,3,5,5,1961,Não quis informar,Masculino,2015-08-08 13:34:05,2015-08-08 13:40:05,65449e1e24
1cf715c5ecd497e36804bdaed858953f,Pedro,Maciel Pinheiro,Campina Grande,lojao do colegial,0,"R$1,00 - R$50,00",Nem começou,Ônibus,Não veio de carro,5,5,3,3,5,4,1988,"2 SM (R$1.576,00)",Feminino,2015-08-08 13:34:17,2015-08-08 13:39:59,ca4bcc28ba
d010f38f9f7911a6414f04dea93fbd29,Hanna,Maciel Pinheiro,Serra redonds,Palheta,0,"R$51,00 - R$100,00",No meio,Ônibus,Não veio de carro,5,3,4,4,5,5,1995,"2 SM (R$1.576,00)",Feminino,2015-08-08 13:36:17,2015-08-08 13:43:53,a3debd4de2
e65e2e4c3752b378346a9e9d32ca8d7c,Fernanda,Maciel Pinheiro,Campina Grande,rua,0,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,5,1,3,4,2,1997,"Até 1 SM (R$788,00)",Feminino,2015-08-08 13:38:17,2015-08-08 13:42:03,8fccc5afa5
550e5c0433b05f20baa692f358da79a6,Pedro,Maciel Pinheiro,Campina Grande,shopping da beleza,0,"R$101,00 - R$200,00",No meio,Carro,Na rua zona azul,5,4,2,4,5,4,1989,"2 SM (R$1.576,00)",Feminino,2015-08-08 13:40:28,2015-08-08 13:44:23,ca4bcc28ba
37ebdc7184e25d73040c610ad9b89cb7,Marihana,Maciel Pinheiro,Campina Grande,n,0,Não comprou,Não está comprando,Carro,Na rua,5,5,4,5,5,5,1974,Não quis informar,Masculino,2015-08-08 13:40:46,2015-08-08 13:42:40,65449e1e24
27e02a04c68886b89db38c3cb36d0ad9,Fernanda,Maciel Pinheiro,Campina Grande,lojas zhang,0,Não comprou,Não está comprando,Carro,Estacionamento privado,3,5,5,4,5,4,1968,"3 SM (R$2.364,00)",Masculino,2015-08-08 13:42:33,2015-08-08 13:47:18,8fccc5afa5
29a1c68606a55c241453f884faf5c37b,Marihana,Maciel Pinheiro,Coremas,n,0,Não comprou,Não está comprando,Carro,Estacionamento privado,3,4,4,3,4,3,1965,Não quis informar,Masculino,2015-08-08 13:42:57,2015-08-08 13:45:13,65449e1e24
1090b7ebf58f65054dc8e555cd2a78c1,Hanna,Maciel Pinheiro,Campina Grande,Farmácia do trabalhador,1,"R$1,00 - R$50,00",Já comprou tudo,Carro,Estacionamento privado,5,5,5,5,3,5,1988,Não quis informar,Masculino,2015-08-08 13:44:18,2015-08-08 13:48:18,a3debd4de2
cda111e2c1c7e5a1d67fab8929a2d45b,Pedro,Maciel Pinheiro,Campina Grande,"1,75",0,"R$1,00 - R$50,00",No meio,Ônibus,Não veio de carro,5,3,4,5,5,5,1985,"2 SM (R$1.576,00)",Feminino,2015-08-08 13:44:44,2015-08-08 13:52:46,ca4bcc28ba
0a02ea3ba3d6df445235fb68c2e40e06,Marihana,Maciel Pinheiro,olivedos,n,0,Não comprou,No meio,A pé,Não veio de carro,5,3,3,5,5,5,1985,"Salário comercial (R$876,00)",Feminino,2015-08-08 13:45:24,2015-08-08 13:47:45,65449e1e24
97cb162e89f84875bca44eeaac116469,Fernanda,Maciel Pinheiro,Campina Grande,fiteiro esquina banco,0,Não comprou,Não está comprando,Moto,Estacionamento privado,4,5,4,3,4,3,1993,Não quis informar,Masculino,2015-08-08 13:47:28,2015-08-08 13:52:08,8fccc5afa5
beb6f7764c5ba6623fa1e56378b373af,Marihana,Maciel Pinheiro,Campina Grande,aluisio fashion ,0,"R$101,00 - R$200,00",No meio,Carro,Estacionamento privado,4,2,1,5,5,5,1965,"3 SM (R$2.364,00)",Feminino,2015-08-08 13:48:37,2015-08-08 13:52:15,65449e1e24
beca1bb8c7dceef7d0aecb00cfc25c3a,Hanna,Maciel Pinheiro,Campina Grande,Aluísio tecido,0,"R$101,00 - R$200,00",No meio,Ônibus,Não veio de carro,5,5,5,5,5,5,1984,"3 SM (R$2.364,00)",Masculino,2015-08-08 13:49:22,2015-08-08 13:52:49,a3debd4de2
523c5b8b4442367a1c40052cf2f1f30d,Fernanda,Maciel Pinheiro,Campina Grande,fiteiro esquina banco,1,Não comprou,Nem começou,Ônibus,Não veio de carro,5,4,5,1,5,1,1958,"3 SM (R$2.364,00)",Masculino,2015-08-08 13:52:21,2015-08-08 13:55:31,8fccc5afa5
5424b241f06fb750597ddae1ac5b2bfa,Marihana,Maciel Pinheiro,Campina Grande,varejão sao luiz,1,Não comprou,Não está comprando,A pé,Não veio de carro,5,2,3,1,1,1,1956,"Salário comercial (R$876,00)",Masculino,2015-08-08 13:52:26,2015-08-08 13:55:12,65449e1e24
a32bc7324c49d4d909caed5508809631,Hanna,Maciel Pinheiro,Campina Grande,Apotiguar,1,"R$201,00 - R$500,00",Já comprou tudo,Ônibus,Não veio de carro,5,2,2,5,5,5,1967,"5 a 8 SM (R$3.941,00 - R$6.304,00)",Feminino,2015-08-08 13:53:17,2015-08-08 13:58:34,a3debd4de2
c0b6f773145404009ad377e8b622db7a,Pedro,Maciel Pinheiro,Campina Grande,potiguar,0,"R$201,00 - R$500,00",No meio,Ônibus,Não veio de carro,2,3,3,4,4,2,1966,"Até 1 SM (R$788,00)",Feminino,2015-08-08 13:55:53,2015-08-08 13:58:52,ca4bcc28ba
6207be56c001a2aea85b2b2915c6c0bd,Fernanda,Maciel Pinheiro,currais novos,rabelo,0,"R$101,00 - R$200,00",Já comprou tudo,A pé,Não veio de carro,5,1,1,5,5,5,1990,"8 a 10 SM (R$6.305,00 - R$7.880,00)",Feminino,2015-08-08 15:47:53,2015-08-08 15:50:31,8fccc5afa5
d3f7f8d3eb0a0f39f9529356f10a86e7,Hanna,Maciel Pinheiro,Campina Grande,loja de calçados,0,"R$1,00 - R$50,00",Já comprou tudo,Ônibus,Não veio de carro,5,4,3,4,5,5,1989,"Até 1 SM (R$788,00)",Feminino,2015-08-11 17:35:29,2015-08-11 17:42:30,fda398daed
d15cd411ec7920308eb7a5a92566befa,Marihana,Maciel Pinheiro,Campina Grande,n,0,Não comprou,No meio,Moto,Carona ida e volta,5,5,3,1,5,1,1972,"2 SM (R$1.576,00)",Feminino,2015-08-11 17:36:26,2015-08-11 17:39:36,6968440ddc
c644954463f29dd411b5cd6340b26fb7,Marihana,Maciel Pinheiro,Campina Grande,tim,1,Não comprou,Não está comprando,A pé,Não veio de carro,4,5,5,3,5,3,1993,"Até 1 SM (R$788,00)",Masculino,2015-08-11 17:39:50,2015-08-11 17:41:24,6968440ddc
08fc29dea845eae611fc265ded764ed3,Marihana,Maciel Pinheiro,Campina Grande,marisa,0,Não comprou,No meio,Ônibus,Não veio de carro,2,5,5,1,1,1,1997,Não quis informar,Masculino,2015-08-11 17:41:34,2015-08-11 17:43:02,6968440ddc
36ed5dba48daa31e27fa8809ce9921d2,Marihana,Maciel Pinheiro,Campina Grande,n,0,Não comprou,No meio,Ônibus,Não veio de carro,3,3,2,4,3,4,1997,Não quis informar,Feminino,2015-08-11 17:43:10,2015-08-11 17:44:29,6968440ddc
86ccd2c70c75d627c2070fbb9fd54a91,Marihana,Maciel Pinheiro,Bahia,n,,Não comprou,Não está comprando,A pé,Não veio de carro,5,3,1,5,5,5,1987,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Masculino,2015-08-11 17:44:40,2015-08-11 17:46:43,6968440ddc
2087b931ff0c050096a862c2ac4452f2,Marihana,Maciel Pinheiro,Campina Grande,n,0,Não comprou,Não está comprando,Carro,Na rua,5,2,1,5,5,5,1984,"2 SM (R$1.576,00)",Masculino,2015-08-11 17:46:52,2015-08-11 17:48:50,6968440ddc
67394843f53c072ada59cc9229bf0086,Marihana,Maciel Pinheiro,Campina Grande,n,0,Não comprou,Não está comprando,A pé,Não veio de carro,5,5,3,5,5,5,1985,Não quis informar,Feminino,2015-08-11 17:48:58,2015-08-11 17:50:39,6968440ddc
b931ab4cbaa3ee2ab2217c046595e257,Marihana,Maciel Pinheiro,Campina Grande,n,0,Não comprou,Não está comprando,Carro,Na rua,5,1,2,5,4,5,1954,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Masculino,2015-08-11 17:50:48,2015-08-11 17:55:15,6968440ddc
3201f002354b66eac924f1facc969e8d,Marihana,Maciel Pinheiro,Juarez,n,0,"R$1,00 - R$50,00",Já comprou tudo,Carro,Carona ida e volta,5,1,1,5,4,5,1990,"Até 1 SM (R$788,00)",Feminino,2015-08-11 17:55:26,2015-08-11 17:58:07,6968440ddc
53cb591e67866a718be9d1923c2cc79b,Beatriz ,Maciel Pinheiro,Massaranduba,Loja de calçados,1,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,5,4,4,1,4,1997,"2 SM (R$1.576,00)",Feminino,2015-08-11 17:56:54,2015-08-11 17:59:19,fda398daed
95f5df799f5d8e1153a20c2f0a134f72,Marihana,Maciel Pinheiro,Campina Grande,casa do salgado,1,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,4,5,5,5,5,1980,"2 SM (R$1.576,00)",Feminino,2015-08-11 17:58:30,2015-08-11 18:00:06,6968440ddc
544177c87024f819cd27083a07a6053d,Marihana,Maciel Pinheiro,esperança,CeA,0,"R$101,00 - R$200,00",Já comprou tudo,Carro,Na rua,3,1,1,5,2,5,1967,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Masculino,2015-08-11 18:00:15,2015-08-11 18:02:34,6968440ddc
3e6693d79d4e8f99d5609ba2c4812a39,Marihana,Maciel Pinheiro,Campina Grande,n,0,Não comprou,Não está comprando,Carro,Na rua,5,3,3,4,4,4,1968,"2 SM (R$1.576,00)",Masculino,2015-08-11 18:02:42,2015-08-11 18:04:36,6968440ddc
b79e5faede2b0d8da5f97ee430de0b5d,Beatriz ,Maciel Pinheiro,Souza ,loja de roupa,1,Não comprou,Não está comprando,Bicicleta,Não veio de carro,5,4,4,5,5,4,1974,"Salário comercial (R$876,00)",Masculino,2015-08-11 18:02:53,2015-08-11 18:12:45,fda398daed
7f53b8fb9cdb6ddff6170d84fc4114d2,Marihana,Maciel Pinheiro,Campina Grande,esplanada,1,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,3,1,5,5,5,1980,"3 SM (R$2.364,00)",Feminino,2015-08-11 18:04:45,2015-08-11 18:06:44,6968440ddc
fcdf730b86cba52854831e9eb3b12891,Marihana,Maciel Pinheiro,Campina Grande,aluisio baby,1,Não comprou,Não está comprando,Carro,Estacionamento privado,5,3,4,5,1,5,1962,"2 SM (R$1.576,00)",Feminino,2015-08-11 18:11:02,2015-08-11 18:13:15,6968440ddc
857a785994dd3e818dc8f780e85ce587,Beatriz ,Maciel Pinheiro,Campina Grande,loja de roupa,1,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,4,3,5,5,5,1996,"Salário comercial (R$876,00)",Masculino,2015-08-11 18:13:23,2015-08-11 18:20:10,fda398daed
dd53c4b258bcb9aa5fe13adea9973ecd,Marihana,Maciel Pinheiro,esperança,zona azul,1,Não comprou,Não está comprando,Ônibus,Não veio de carro,2,3,4,1,1,5,1985,Não quis informar,Masculino,2015-08-11 18:14:27,2015-08-11 18:16:42,6968440ddc
ebfd402cd9c12235edd0dd1768c1a1cc,Marihana,Maciel Pinheiro,areia,casa esporte,0,Não comprou,No meio,Moto,andando,3,1,5,1,1,1,1975,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Masculino,2015-08-11 18:16:59,2015-08-11 18:19:13,6968440ddc
649070d4e5ae8b1f460429c10d98c838,Marihana,Maciel Pinheiro,Campina Grande,n,0,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,4,5,5,5,5,1995,"Até 1 SM (R$788,00)",Feminino,2015-08-11 18:19:25,2015-08-11 18:22:01,6968440ddc
46512c54b1e46383973aef0defcbef4e,Beatriz,Maciel Pinheiro,Campina Grande,"eletro shopping, narciso",0,Não comprou,Nem começou,Carro,Carona apenas ida,5,4,1,4,4,5,1993,"Até 1 SM (R$788,00)",Feminino,2015-08-11 18:20:28,2015-08-11 18:26:35,fda398daed
ea52ed2a777d2eaf24256af9ba588486,Marihana,Maciel Pinheiro,Campina Grande,dental lider,1,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,5,4,1,5,1,1993,"Até 1 SM (R$788,00)",Masculino,2015-08-11 18:22:21,2015-08-11 18:24:32,6968440ddc
b628aedd57ae3b3672c917ae912f95f5,Marihana,Maciel Pinheiro,Campina Grande,tell passo,0,Não comprou,No meio,Carro,Na rua,5,3,5,5,5,5,1989,Não quis informar,Feminino,2015-08-11 18:24:46,2015-08-11 18:27:36,6968440ddc
f664b332ae46050b8aff1736abeddf43,Beatriz,Maciel Pinheiro,Campina Grande,loja de roupas,0,"R$1,00 - R$50,00",Nem começou,Ônibus,Não veio de carro,5,4,1,5,1,4,1990,"Até 1 SM (R$788,00)",Feminino,2015-08-11 18:26:44,2015-08-11 18:31:22,fda398daed
a4568468188038d5895debd3758d0542,Beatriz,Maciel Pinheiro,Campina Grande,mototaxi,1,Não comprou,Não está comprando,Moto,Não veio de carro,5,5,4,4,3,5,1973,"Até 1 SM (R$788,00)",Masculino,2015-08-11 18:32:41,2015-08-11 18:44:32,fda398daed
ff41b847f7f5967f99f0537c32dc8373,Marihana,Maciel Pinheiro,Campina Grande,moto taxi,1,Não comprou,Não está comprando,Mototaxi,é moto taxi,5,5,5,5,1,5,1979,"2 SM (R$1.576,00)",Masculino,2015-08-11 18:39:24,2015-08-11 18:43:24,6968440ddc
69a9e4d156ba22c28f3e0d4518bbe630,Hanna,Venâncio Neiva,Campina Grande,Casa esporte,1,"R$101,00 - R$200,00",Nem começou,Moto,Na rua zona azul,3,2,1,4,3,2,1983,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Masculino,2015-09-03 18:07:25,2015-09-03 18:11:35,46a8d183ce
72cdf6d0896ad4a8adcba8f99438b153,Hanna,Venâncio Neiva,Campina Grande,Feirinha na jp,0,"R$1,00 - R$50,00",Já comprou tudo,A pé,Não veio de carro,5,4,5,5,5,5,1984,"2 SM (R$1.576,00)",Masculino,2015-09-03 18:12:02,2015-09-03 18:17:43,46a8d183ce
eb803f1facb5ff605ef02f4389945414,Marihana,Venâncio Neiva,Campina Grande,zona azul,1,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,5,5,1,5,1,1974,Não quis informar,Masculino,2015-09-03 18:13:37,2015-09-03 18:18:39,5cadc2ae35
8607e8dcaac0dd7b9848d7e1a99de096,bia,Venâncio Neiva,Campina Grande,mototaxi,1,Não comprou,Não está comprando,Moto,Não veio de carro,4,5,1,5,5,5,1968,Não quis informar,Masculino,2015-09-03 18:15:59,2015-09-03 18:19:42,f59a9c01e9
8de56f840883d7eb159e6d56cda5a2a1,Hanna,Venâncio Neiva,Mogeiro,Pharmaface,0,"R$51,00 - R$100,00",No meio,Carro,Carona ida e volta,4,5,5,4,5,5,1964,"2 SM (R$1.576,00)",Feminino,2015-09-03 18:18:33,2015-09-03 18:21:52,46a8d183ce
5a542a3ed420a2e248a7ccb30704702f,Marihana,Venâncio Neiva,Fagundes,gato e sapato,1,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,2,3,3,3,3,1994,Não quis informar,Feminino,2015-09-03 18:19:24,2015-09-03 18:21:28,5cadc2ae35
cac7b2e200ad8c10c1c0baa133c31aee,bia,Venâncio Neiva,Campina Grande,ambulante,1,Não comprou,Não está comprando,A pé,Não veio de carro,5,4,4,5,5,5,1966,"Salário comercial (R$876,00)",Masculino,2015-09-03 18:19:53,2015-09-03 18:24:23,f59a9c01e9
e4a3321f901b8e2482d98beed5af516f,Marihana,Venâncio Neiva,Campina Grande,taxista,1,Não comprou,Não está comprando,Carro,Na rua,3,2,1,1,5,1,1949,"Até 1 SM (R$788,00)",Masculino,2015-09-03 18:21:55,2015-09-03 18:23:35,5cadc2ae35
853b86e4603973aa402c9031bc537cae,Hanna,Venâncio Neiva,Campina Grande,Não,0,Não comprou,Não está comprando,Carro,Na rua zona azul,5,5,5,5,5,5,1978,"2 SM (R$1.576,00)",Masculino,2015-09-03 18:23:09,2015-09-03 18:25:55,46a8d183ce
17ce1ed911686502fc9561062d5aa7e0,Marihana,Venâncio Neiva,cuite,fiteiro biju,1,Não comprou,Não está comprando,A pé,Não veio de carro,5,3,5,5,5,5,1982,"2 SM (R$1.576,00)",Masculino,2015-09-03 18:23:58,2015-09-03 18:26:03,5cadc2ae35
d2f2dc54a9a8f66fc1c9cda7f50128b6,bia,Venâncio Neiva,Campina Grande,ambulante,1,Não comprou,Não está comprando,Carro,Na rua,5,5,4,5,5,5,1996,"Até 1 SM (R$788,00)",Feminino,2015-09-03 18:24:39,2015-09-03 18:28:10,f59a9c01e9
bcad604e20725936cc1a35ad62b79d86,Hanna,Venâncio Neiva,Campina Grande,Americanas armazém pb,0,"R$51,00 - R$100,00",No meio,Carro,Carona apenas ida,3,3,5,5,5,5,1990,"3 SM (R$2.364,00)",Feminino,2015-09-03 18:26:14,2015-09-03 18:29:31,46a8d183ce
50880343c8ad221119a87e78e11a992f,Marihana,Venâncio Neiva,Campina Grande,farmacia,0,Não informou,Já comprou tudo,Carro,Estacionamento privado,4,3,3,5,5,5,1994,"3 SM (R$2.364,00)",Feminino,2015-09-03 18:26:28,2015-09-03 18:29:10,5cadc2ae35
cb051d7e56fe1f78a0b9b8f68a65ee1a,bia,Venâncio Neiva,barra de santa rosa ,medico,0,Não comprou,Não está comprando,alternativo ,Não veio de carro,5,1,1,5,4,5,1961,Não quis informar,Feminino,2015-09-03 18:28:57,2015-09-03 18:34:12,f59a9c01e9
1bf60e8e59c759afb9de3381d1372a78,Marihana,Venâncio Neiva,Campina Grande,otica lux,1,Não comprou,Não está comprando,A pé,Não veio de carro,1,1,1,1,1,1,1956,"2 SM (R$1.576,00)",Masculino,2015-09-03 18:29:27,2015-09-03 18:31:06,5cadc2ae35
91b7bb2c7072cd9b5112bdaad9cdd0b1,Hanna,Venâncio Neiva,Campina Grande,Ainda não,0,Não comprou,Não está comprando,Taxi,Não veio de carro,3,5,5,4,5,4,1976,"3 SM (R$2.364,00)",Feminino,2015-09-03 18:31:26,2015-09-03 18:34:33,46a8d183ce
76f08d01a35e1329e5fbb182f2b446ab,Marihana,Venâncio Neiva,Campina Grande,ambulante,1,Não comprou,Não está comprando,Moto,Na rua zona azul,5,5,5,1,1,1,1965,"2 SM (R$1.576,00)",Masculino,2015-09-03 18:31:36,2015-09-03 18:34:37,5cadc2ae35
25cbf3df10e07e977bc6038b195675c0,bia,Venâncio Neiva,barra de santa rosa ,veio resolver problemas no detran,0,Não comprou,Não está comprando,alternativo,Não veio de carro,5,4,1,5,5,5,1989,"3 SM (R$2.364,00)",Feminino,2015-09-03 18:34:20,2015-09-03 18:41:02,f59a9c01e9
522d961d82f89904793cbcb8ec3c2c85,Marihana,Venâncio Neiva,Campina Grande,ambulante,1,Não comprou,Não está comprando,Carro,carona ida e volta,5,5,5,2,1,1,1985,"Salário comercial (R$876,00)",Feminino,2015-09-03 18:34:52,2015-09-03 18:36:48,5cadc2ae35
44209f6367afc0dbaf1e7203d535bf41,Hanna,Venâncio Neiva,Natal,Shopping da beleza,0,"R$1,00 - R$50,00",Já comprou tudo,Ônibus,Não veio de carro,5,5,5,3,5,5,1988,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Feminino,2015-09-03 18:35:47,2015-09-03 18:39:13,46a8d183ce
8bee2f38579e1fcd81815d15f754164a,Marihana,Venâncio Neiva,Campina Grande,CeA,0,"R$1,00 - R$50,00",Já comprou tudo,Carro,carona ida e volta,4,4,3,5,5,5,1989,"3 SM (R$2.364,00)",Feminino,2015-09-03 18:38:28,2015-09-03 18:40:41,5cadc2ae35
a4400c9d2310167519793f3c9f3a6320,bia,Venâncio Neiva,Campina Grande,casa de artesão ,1,Não comprou,Não está comprando,Moto,Estacionamento privado,5,3,4,5,5,5,1978,"2 SM (R$1.576,00)",Masculino,2015-09-03 18:41:19,2015-09-03 18:50:20,f59a9c01e9
395144621ffc268dcfba9a15de8b7c51,Marihana,Venâncio Neiva,Campina Grande,salao,0,Não informou,Já comprou tudo,Carro,Estacionamento privado,3,3,3,1,5,1,1993,Sem renda,Masculino,2015-09-03 18:45:02,2015-09-03 18:47:08,5cadc2ae35
b8f22b6ea6542f6cd00b1d5f0cc52fd8,Hanna,Venâncio Neiva,Campina Grande,ainda nao,0,Não comprou,Nem começou,Ônibus,Não veio de carro,5,5,5,4,5,5,1995,"5 a 8 SM (R$3.941,00 - R$6.304,00)",Masculino,2015-09-03 18:47:36,2015-09-03 18:50:27,5cadc2ae35
bb4a70a772c36a9cef47ab1ed40d2c96,Hanna,Venâncio Neiva,boqueirao,hering,0,"R$101,00 - R$200,00",Não soube informar,Carro,Estacionamento privado,3,3,5,1,5,1,1991,"5 a 8 SM (R$3.941,00 - R$6.304,00)",Masculino,2015-09-03 18:50:51,2015-09-03 18:54:52,5cadc2ae35
